Codigo,Nombre,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
2666,Joaquin Jose Vives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,Jorge Alberto Gerlein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,Jorge Aurelio Iragorri,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
2752,Jorge Eduardo Gechem,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2768,Jorge Eliecer Guevara,1,3,2,0,2,1,2,1,4,5,10,21,6,9,1
2787,Jorge Enrique Robledo,3,0,1,1,2,1,2,0,0,1,17,1,18,17,2
2803,Jorge Homero Giraldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,Jorge Leon Sanchez,36,29,23,21,16,20,34,26,18,22,30,35,39,40,18
2920,Jose Alvaro Sanchez,36,29,23,21,16,20,34,26,18,22,30,35,39,40,18
2939,Jose Ariolfo Ortiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,Jose De Los Santos Negrete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,Jose Gerardo Piamba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,Jose Ignacio Bermudez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,Jose Luis Florez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,Jose Matias Ortiz,35,15,18,14,7,9,12,9,7,6,6,15,19,32,7
3127,Jose Raul Rueda,632,709,665,525,502,388,485,508,396,517,752,1347,1619,1382,621
3149,Jose Walter Lenis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,Juan Carlos Valencia,9655,10298,8819,7574,6593,5963,6810,7445,5844,7342,10839,16738,16986,14964,7335
3226,Juan De Jesus Cordoba,166,197,131,82,81,51,50,54,43,138,249,340,227,152,105
3268,Juan Manuel Corzo,0,1,0,2,0,0,0,0,0,0,0,1,1,1,3
3275,Juan Manuel Ospina,27,38,17,18,10,11,18,26,17,25,30,75,83,62,34
3316,Julio Alberto Manzur,2,1,0,3,0,0,0,1,2,1,4,0,4,6,2
3350,Julio Mesias Mora,1987,1950,1842,1558,1320,1240,1511,1608,1159,1639,2344,3400,3484,3193,1444
3407,Leonardo Antonio Arboleda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,Liliana Baron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,Luis Alberto Caicedo,20,12,6,6,4,3,5,6,2,15,11,11,10,15,7
3596,Luis Carlos Avellaneda,0,0,0,0,0,1,0,0,1,0,0,1,3,3,6
3616,Luis Edmundo Maya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,Luis Emilio Sierra,2665,2753,2534,2170,1984,1633,1860,2123,1671,1943,3154,4806,5137,4372,1980
3684,Luis Fernando Almario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,Luis Guillermo Velez,14,32,20,15,19,8,17,21,13,6,19,24,81,46,43
3860,Manuel De Jesus Berrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,Manuel Mesias Enriquez,1,1,0,0,0,0,0,1,0,3,1,0,7,0,0
3941,Maria Claudia Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,Maria Isabel Mejia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,Marino Paz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,Mario Enrique Varon,315,312,266,248,219,173,200,228,157,287,360,498,516,431,180
4128,Mauricio Parodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,Miguel Pinedo,7,6,10,9,1,3,5,5,2,4,10,11,15,11,5
4241,Miguel Jesus Arenas,266,313,248,218,139,117,190,168,143,180,253,545,714,602,263
4291,Nancy Denise Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,Nestor Jaime Cardenas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,Octavio Benjumea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,Omar Armando Baquero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,Orlando Anibal Guerra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,Oscar Alberto Arboleda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4526,Oscar De Jesus Sanchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4546,Oscar Luis Fernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4595,Parmenio Cuellar,37,50,41,28,23,26,23,34,19,29,56,72,103,74,29
4661,Pedro Maria Ramirez,30,23,34,37,39,19,23,21,21,23,46,55,53,28,20
4685,Piedad Del Socorro Zuccardi,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4704,Rafael Francisco Amador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4729,Rafael Antonio Flechas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4814,Rene Rodrigo Garzon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4856,Ricardo Ariel Elcure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,Roberto Moya,2,5,1,0,1,1,1,0,0,3,0,2,7,2,0
4948,Rodrigo Rivera,13,20,11,20,17,8,11,17,7,15,16,21,45,14,17
4991,Rosmery Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,Samuel Moreno,2225,2383,2094,1860,1722,1461,1656,1876,1453,1824,2761,4032,4238,3746,1809
5048,Sandra Arabella Velasquez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,Simon Gaviria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,Tito Edmundo Rueda,632,709,665,525,502,388,485,508,396,517,752,1347,1619,1382,621
5187,Venus Albeiro Silva,14,22,25,9,21,7,14,24,9,5,19,12,61,24,19
5227,Victor Manuel Buitrago,0,1,4,3,1,1,1,4,1,1,0,2,8,7,8
5280,William Alfonso Montes,1008,1066,950,822,814,580,708,824,634,800,1194,1880,2073,1662,829
5307,Wilmer David Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5358,Yolanda Pinto,581,603,467,407,371,328,347,397,318,392,583,969,1009,1019,401
5423,Parmenides Alexander Salazar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,Ricardo Chajin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5578,Teofila Roa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5676,Cesar Humberto Londono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5738,Jesus Reyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878,Antonio Floriberto Dorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5909,Roberto Quintero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6071,Lucio Munoz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6157,Gloria Stella Diaz,24,37,23,20,38,23,16,21,9,25,22,37,36,20,13
6363,Jose Dolores Aristizabal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6402,Mario Suarez,36,29,21,37,10,21,10,14,15,15,40,24,41,16,9
6477,Bladimiro Nicolas Cuello,230,256,240,226,200,152,196,227,152,203,348,476,458,393,183
6540,Carlos Eduardo Acosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6567,Anibal Antonio Ortiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,Luis Jose Alvarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9007,Carlos Uribe Angel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011,Alexander Ariza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,Nicolas Badran,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9019,Antonio Jose Bello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9023,Adriano Bohorquez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027,Alba Stella Buitrago,0,1,4,3,1,1,1,4,1,1,0,2,8,7,8
9031,Eciebel Antonio Cano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035,Efren Cardona,11,6,10,6,5,1,2,5,2,3,4,8,6,10,2
9039,Idayris Yolima Carrillo,92,120,95,55,63,93,71,88,47,77,91,174,229,191,103
9043,Hernando Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9047,Jairo Coral,51,54,51,34,21,26,30,43,11,30,61,58,73,50,19
9051,Jaime Corzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9055,William David Cubides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9059,Jhonny Eduardo De La Ossa,6,4,7,4,7,7,5,0,0,0,4,15,7,0,0
9063,Jesus Enrique Doval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9067,Betty Del Socorro Echeverria,9,3,0,1,0,3,9,9,5,1,16,7,5,2,0
9071,William Escaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,Luis Alfonso Espana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9079,Antonio Fernandez,24,29,26,21,23,21,15,12,19,30,25,39,37,62,13
9083,Joaquin Garces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9087,Lucy Stella Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9091,Luis Irene Gonzalez,66,53,53,44,25,32,43,44,32,28,69,73,115,66,27
9095,Balmore Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9099,Gustavo Adolfo Guerra,13258,14021,12981,11844,10503,9492,10303,11006,8232,9020,13300,21198,22485,19890,9528
9103,Julio Gutierrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,Barlaham Henao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,Jose Eduardo Hernandez,36,42,27,21,21,20,17,27,12,9,20,18,40,23,20
9115,Aquiles Arturo Huertas,1073,1099,681,585,435,472,454,648,404,691,1407,1699,1342,1280,479
9119,Pedro Nel Jimenez,15,18,10,22,22,41,7,13,8,12,23,27,24,21,4
9123,Pedro Vicente Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,Jaime Lozada,7,16,5,9,5,4,13,8,8,6,27,12,16,8,11
9131,Orlando Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9135,Yimmy Antonio Mejia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9139,Aurelio Mejia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143,Plinio Mendoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,Luis Bernabe Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9151,Jose Gustavo Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9155,Eladio Mosquera,20,24,22,11,7,8,10,9,6,4,7,19,31,24,17
9159,Maria Jabzbleidy Nemocon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9163,Jorge Antonio Onate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9167,Javier Leon Oyaga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9171,Carlos Manuel Palacios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9175,Alfonso Parra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9179,Carlos Hernando Pinilla,2,6,4,5,0,1,3,3,1,2,7,2,3,3,3
9183,Boris De Jesus Polo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9187,Jaime Ramirez,30,23,34,37,39,19,23,21,21,23,46,55,53,28,20
9191,Gloria Rosalba Ramirez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9195,Jesus Manuel Rangel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9199,Lorenzo Rivera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9203,Camilo Orlando Rodriguez,70,47,46,35,31,30,31,73,60,40,67,86,63,49,14
9207,Edgar Antonio Ruiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9211,Guillermo Antonio Sagra,221,190,124,137,145,74,80,84,98,100,154,244,151,131,57
9215,Freddy William Sanchez,36,29,23,21,16,20,34,26,18,22,30,35,39,40,18
9219,Orlando Santiesteban,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
9223,Alberto Antonio Serrano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9227,John Mario Tejada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9231,Jose Leonel Torres,182,244,220,216,203,145,196,188,130,143,321,489,534,419,181
9235,Javier Mauricio Torres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9239,Jorge Eduardo Ulloa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9243,Alberto Varon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9247,Hernan Vergara,250,239,224,185,149,145,149,161,129,175,375,586,649,475,195
9251,Miguel Villazon,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0
9255,Jesusita Zabala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9259,Jose Francisco Zuniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9263,Gustavo Adolfo Cabrera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9267,Felipe Rafael Posado,667,791,707,591,493,410,496,568,440,567,900,1350,1409,1207,574
9271,Antonio Jose Caicedo,20,12,6,6,4,3,5,6,2,15,11,11,10,15,7
9276,Ricardo Varela,11,18,24,6,7,3,4,6,6,5,24,21,8,4,4
9280,Jose Francisco Armenta,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9284,Gustavo Vives,2315,2489,2157,1845,1615,1467,1622,1805,1302,1604,2555,3722,4047,3664,1771
9288,Antonio Claret Mendoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9292,Beznaida Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9296,Leon Dario Trujillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9300,Carlos Julio Socha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9304,Jaime Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9308,Luis Mariano Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9312,Gustavo Adolfo Aristizabal,13,9,10,21,13,1,2,1,1,1,2,4,8,3,0
9316,Maria Helena Molina,12,23,7,16,34,9,9,17,16,14,45,37,22,16,5
9320,Hector Alfonso Rodriguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9324,Luis Ciro Escarria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9328,Jose Antonio Sanchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9332,Fabian Ovidio Legarda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9336,Cesar Julio Uparela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9340,Pedro Alberto Mora,1987,1950,1842,1558,1320,1240,1511,1608,1159,1639,2344,3400,3484,3193,1444
9344,Hugo Janio Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348,Hector Fernando Ramirez,30,23,34,37,39,19,23,21,21,23,46,55,53,28,20
9352,Sergio Lopez,211,174,132,114,105,65,116,146,122,112,164,125,142,105,50
9356,Ernesto Chaparro,3180,3429,3122,2642,2390,2142,2536,2725,2104,2452,3671,5908,6208,5593,2705
9361,Orlando Manuel Dangond,0,2,0,0,0,0,0,0,0,7,0,0,0,0,3
68,Alba Luz Pinilla,2,6,4,5,0,1,3,3,1,2,7,2,3,3,3
157,Alexander Lopez,211,174,132,114,105,65,116,146,122,112,164,125,142,105,50
199,Alfonso Antonio Campo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Alirio Villamizar,8,0,7,8,7,2,2,6,2,1,1,4,13,2,7
255,Alvaro Ayala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Amparo Lucia Vega,3276,3426,2795,2409,2125,1870,2114,2533,1779,2357,3943,5957,6155,5294,2640
442,Antonio Valencia,9655,10298,8819,7574,6593,5963,6810,7445,5844,7342,10839,16738,16986,14964,7335
460,Antonio Jose Pinillos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Augusto Posada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Bernardo Alejandro Guerra,13258,14021,12981,11844,10503,9492,10303,11006,8232,9020,13300,21198,22485,19890,9528
645,Camilo Armando Sanchez,36,29,23,21,16,20,34,26,18,22,30,35,39,40,18
678,Carlos Holguin,23,29,9,4,7,5,9,5,7,15,16,16,3,5,7
734,Carlos Alberto Zuluaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Carlos Arturo Piedrahita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Carlos Eduardo Corssi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Carlos Enrique Avila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,Carlos Hernan Barragan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Carlos Roberto Ferro,1,2,4,4,2,1,0,4,0,3,1,6,3,3,0
963,Cesar Augusto Mejia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,Ciro Ramirez,30,23,34,37,39,19,23,21,21,23,46,55,53,28,20
1035,Constantino Rodriguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Cristobal Rufino Cordoba,166,197,131,82,81,51,50,54,43,138,249,340,227,152,105
1087,Dario Ariza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,Dieb Nicolas Maloof,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0
1182,Dilian Francisca Toro,88,88,75,66,54,38,37,63,41,77,94,124,87,95,44
1215,Edgar Espindola,0,0,0,1,3,5,1,3,0,0,0,0,0,0,0
1326,Eduardo Alfonso Crissien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Efrain Torrado,7710,8004,7422,6888,6030,5450,6197,6615,4946,4897,7399,10487,11011,9615,4369
1371,Eiber Gustavo Navarro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Elsa Gladys Cifuentes,5,4,3,2,9,4,4,8,1,1,2,3,1,5,4
1442,Enrique Gomez,78,63,55,62,75,38,34,43,36,19,39,51,72,76,35
1515,Fabio Arango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,Fernando Eustacio Tamayo,4,3,3,6,3,0,2,0,2,0,5,10,10,4,0
1701,Francisco Javier Murgueitio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,Gabriel Acosta,62,82,91,64,50,49,59,70,55,53,86,124,118,115,53
1784,Gerardo Tamayo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,German Vargas,20,28,23,23,34,21,21,13,30,33,21,34,66,73,22
1831,German Alonso Olano,3,7,4,6,1,0,2,0,1,1,1,2,5,16,27
1848,German Nestor Viana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Gloria Isabel Cuartas,2563,3028,2562,2167,2091,1905,2196,2360,1826,2262,3255,4545,4607,3923,1960
1961,Guillermo Garcia,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0
1991,Guillermo Antonio Santos,1022,951,878,708,689,572,657,660,597,563,1077,1680,1563,3586,2583
2022,Gustavo Montealegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,Hector Arango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,Hector Jose Ospina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,Heriberto Sanabria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,Hernando Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,Humberto Builes,1,4,2,1,0,0,0,2,1,0,0,1,0,0,0
2327,Isabel Celis,11,1,0,0,1,0,0,1,0,0,0,0,0,2,0
2341,Ivan Diaz,24,37,23,20,38,23,16,21,9,25,22,37,36,20,13
2378,Jaime Bravo,8542,8665,7687,6634,5980,5122,5922,6223,4879,5664,8424,13091,13370,12636,5916
2427,Jaime Alonso Zuluaga,6,8,5,6,5,2,1,4,3,15,11,21,2,10,3
2443,Jaime Enrique Duran,850,871,791,698,582,568,634,664,590,632,922,1627,1682,1537,761
2486,Jairo Sanchez,36,29,23,21,16,20,34,26,18,22,30,35,39,40,18
2541,Javier Ramirez,30,23,34,37,39,19,23,21,21,23,46,55,53,28,20
2557,Javier Ramiro Devia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,Jesus Enrique Pinacue,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0
2655,Jimmy Chamorro,1,3,0,2,3,0,0,0,1,1,3,1,0,0,1
2725,Jorge Alberto Garciaherreros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,Jorge Armando Mendieta,0,1,0,1,0,0,0,0,1,0,1,2,6,3,0
2750,Jorge Eduardo Casabianca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,Jorge Eliecer Franco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,Jorge Enrique Ramirez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,Jorge Hernando Pedraza,1,4,2,4,1,2,7,1,1,1,0,3,1,3,1
2831,Jorge Julian Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,Jose Albeiro Mejia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,Jose Antonio Salazar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,Jose David Name,6,2,2,3,2,1,0,3,0,2,8,4,0,3,1
3001,Jose Gentil Palacios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,Jose Homero Cadena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,Jose Luis Arcila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,Jose Maria Villanueva,18,18,9,8,8,4,2,10,4,4,6,9,6,2,0
3120,Jose Ramiro Luna,5265,5427,4704,4342,3804,3698,4106,4692,3451,3807,5821,9356,8896,7830,3902
3144,Jose Tyrone Carvajal,31,27,26,14,14,6,12,19,26,39,61,65,81,114,59
