Codigo,Nombre,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
2939,Jose Ariolfo Ortiz,7,0,2,1,1,1,2,2,1,0,5,1,2,2,0
2968,Jose De Los Santos Negrete,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3003,Jose Gerardo Piamba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,Jose Ignacio Bermudez,3,0,0,2,0,3,1,0,0,0,1,2,1,0,0
3066,Jose Luis Florez,1,0,2,1,1,0,0,0,1,2,0,0,2,0,0
3093,Jose Matias Ortiz,7,0,2,1,1,1,2,2,1,0,5,1,2,2,0
3127,Jose Raul Rueda,43,37,31,38,22,19,16,18,11,23,47,55,80,64,41
3149,Jose Walter Lenis,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
3214,Juan Carlos Valencia,1240,1230,995,950,728,851,815,914,782,954,1785,2384,2015,1810,784
3226,Juan De Jesus Cordoba,45,30,30,29,9,15,43,28,42,39,177,127,174,97,41
3268,Juan Manuel Corzo,0,0,0,0,0,0,0,0,0,0,0,2,6,0,3
3275,Juan Manuel Ospina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,Julio Alberto Manzur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,Julio Mesias Mora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,Leonardo Antonio Arboleda,294,335,282,269,244,205,191,193,175,180,354,527,429,420,183
3456,Liliana Baron,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0
3540,Luis Alberto Caicedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,Luis Carlos Avellaneda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,Luis Edmundo Maya,11,7,8,8,11,17,17,19,16,17,24,19,20,22,11
3645,Luis Emilio Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,Luis Fernando Almario,0,0,0,0,0,0,0,0,0,1,1,2,6,2,0
3737,Luis Guillermo Velez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,Manuel De Jesus Berrio,5,2,1,5,1,0,2,3,1,0,4,4,6,3,0
3878,Manuel Mesias Enriquez,0,0,0,2,0,2,0,0,0,2,1,4,19,0,0
3941,Maria Claudia Lagos,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
3987,Maria Isabel Mejia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,Marino Paz,94,119,72,86,62,55,48,40,485,531,1080,1070,757,602,381
4066,Mario Enrique Varon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,Mauricio Parodi,59,71,59,65,42,46,48,44,37,38,65,94,94,67,52
4188,Miguel Pinedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,Miguel Jesus Arenas,14,8,9,20,8,5,15,12,7,17,22,15,26,22,13
4291,Nancy Denise Castillo,2,2,3,0,3,2,1,2,3,6,6,9,8,7,5
4358,Nestor Jaime Cardenas,1,1,3,1,0,0,0,0,0,1,1,0,3,2,0
4400,Octavio Benjumea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,Omar Armando Baquero,4,6,1,0,2,1,0,1,0,0,7,0,2,0,0
4486,Orlando Anibal Guerra,1261,1241,1218,1135,997,880,978,1109,863,955,1425,2030,2077,1921,946
4518,Oscar Alberto Arboleda,294,335,282,269,244,205,191,193,175,180,354,527,429,420,183
4526,Oscar De Jesus Sanchez,2,6,11,3,3,6,10,13,2,5,11,13,14,7,2
4546,Oscar Luis Fernandez,1,0,1,1,3,0,0,0,0,1,0,1,44,4,1
4595,Parmenio Cuellar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4661,Pedro Maria Ramirez,1,4,15,12,8,4,8,0,3,4,27,34,25,6,4
4685,Piedad Del Socorro Zuccardi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4704,Rafael Francisco Amador,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0
4729,Rafael Antonio Flechas,3,4,2,0,1,0,1,0,0,0,0,0,0,0,0
4814,Rene Rodrigo Garzon,3,2,3,2,3,6,5,10,5,7,14,9,19,6,8
4856,Ricardo Ariel Elcure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,Roberto Moya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4948,Rodrigo Rivera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,Rosmery Martinez,3,4,2,1,3,1,4,1,0,3,6,14,11,12,25
5039,Samuel Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,Sandra Arabella Velasquez,0,0,0,4,0,0,0,3,1,0,0,3,0,0,1
5109,Simon Gaviria,2,2,2,5,1,8,9,12,18,11,12,6,14,4,7
5157,Tito Edmundo Rueda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,Venus Albeiro Silva,2,1,1,2,1,1,2,0,0,0,1,1,2,4,4
5227,Victor Manuel Buitrago,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
5280,William Alfonso Montes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,Wilmer David Gonzalez,13,10,28,43,17,15,8,18,10,3,11,17,51,3,17
5358,Yolanda Pinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,Parmenides Alexander Salazar,2,1,2,2,1,4,0,4,1,2,1,3,7,6,3
5468,Ricardo Chajin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5578,Teofila Roa,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
5676,Cesar Humberto Londono,8,5,8,1,1,6,16,4,1,0,3,2,2,2,1
5738,Jesus Reyes,3,3,4,5,4,2,3,8,3,5,10,16,15,16,7
5878,Antonio Floriberto Dorado,1280,1334,1112,1122,945,800,922,1031,1343,1535,2950,3435,2740,2377,1493
5909,Roberto Quintero,1,1,3,2,1,1,0,0,0,2,11,8,3,4,0
6071,Lucio Munoz,2,0,0,1,0,0,1,0,0,4,0,3,5,6,0
6157,Gloria Stella Diaz,0,0,1,0,0,0,1,1,0,0,0,4,1,0,0
6363,Jose Dolores Aristizabal,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6402,Mario Suarez,6,2,9,11,5,4,3,10,3,4,9,15,18,16,4
6477,Bladimiro Nicolas Cuello,20,29,20,18,18,11,17,20,13,11,35,34,33,15,9
6540,Carlos Eduardo Acosta,21,16,8,11,10,10,19,14,9,12,20,14,25,17,11
6567,Anibal Antonio Ortiz,7,0,2,1,1,1,2,2,1,0,5,1,2,2,0
9003,Luis Jose Alvarez,5,3,2,0,0,1,0,1,0,0,2,1,5,2,0
9007,Carlos Uribe Angel,27,56,20,18,16,21,23,14,27,28,36,35,39,27,12
9011,Alexander Ariza,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9015,Nicolas Badran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9019,Antonio Jose Bello,13,17,22,22,6,12,12,8,2,7,14,15,17,14,8
9023,Adriano Bohorquez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027,Alba Stella Buitrago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9031,Eciebel Antonio Cano,561,518,368,342,275,407,324,408,273,361,955,1058,768,689,304
9035,Efren Cardona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9039,Idayris Yolima Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9043,Hernando Castillo,450,378,377,326,334,328,352,333,270,329,462,604,614,612,322
9047,Jairo Coral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9051,Jaime Corzo,0,0,0,0,0,0,0,0,0,0,0,2,6,0,3
9055,William David Cubides,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9059,Jhonny Eduardo De La Ossa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9063,Jesus Enrique Doval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9067,Betty Del Socorro Echeverria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9071,William Escaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,Luis Alfonso Espana,7,15,11,17,16,12,13,13,21,11,16,24,31,33,7
9079,Antonio Fernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9083,Joaquin Garces,13,6,9,22,13,15,9,9,8,29,41,40,22,24,0
9087,Lucy Stella Gomez,9,6,20,16,8,11,18,17,6,7,21,16,10,10,8
9091,Luis Irene Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9095,Balmore Gonzalez,13,10,28,43,17,15,8,18,10,3,11,17,51,3,17
9099,Gustavo Adolfo Guerra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Julio Gutierrez,2,2,9,6,6,1,11,6,9,1,21,31,25,7,10
9107,Barlaham Henao,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3
9111,Jose Eduardo Hernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Aquiles Arturo Huertas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119,Pedro Nel Jimenez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Pedro Vicente Lopez,35,38,24,31,19,12,27,30,23,29,73,86,43,29,17
9127,Jaime Lozada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131,Orlando Martinez,8,17,9,8,7,5,7,4,4,4,10,21,20,20,25
9135,Yimmy Antonio Mejia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9139,Aurelio Mejia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9143,Plinio Mendoza,1,0,1,2,1,2,1,0,1,0,1,2,2,3,1
9147,Luis Bernabe Montoya,1,3,0,0,0,0,1,0,2,1,1,3,0,2,0
9151,Jose Gustavo Moreno,164,186,161,161,130,122,157,184,131,166,261,310,240,270,182
9155,Eladio Mosquera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9159,Maria Jabzbleidy Nemocon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9163,Jorge Antonio Onate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9167,Javier Leon Oyaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9171,Carlos Manuel Palacios,25,33,37,28,21,17,18,21,31,31,66,68,72,50,34
9175,Alfonso Parra,661,630,529,504,395,414,472,442,418,443,620,881,879,745,389
9179,Carlos Hernando Pinilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9183,Boris De Jesus Polo,539,573,448,453,384,329,436,404,347,524,855,1106,1014,725,447
9187,Jaime Ramirez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9191,Gloria Rosalba Ramirez,0,2,6,9,4,2,2,0,0,4,25,27,19,6,2
9195,Jesus Manuel Rangel,0,0,1,0,1,0,1,0,0,0,8,1,0,0,0
9199,Lorenzo Rivera,6,4,7,4,7,14,16,18,13,12,8,1,22,2,3
9203,Camilo Orlando Rodriguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9207,Edgar Antonio Ruiz,3,2,1,1,1,1,0,0,1,0,1,1,0,0,3
9211,Guillermo Antonio Sagra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9215,Freddy William Sanchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9219,Orlando Santiesteban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Alberto Antonio Serrano,11,8,7,5,3,4,19,8,9,2,8,8,6,4,2
9227,John Mario Tejada,7,4,9,8,6,4,2,4,2,0,5,22,6,5,10
9231,Jose Leonel Torres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9235,Javier Mauricio Torres,11,27,14,16,22,12,11,22,8,12,26,20,34,24,14
9239,Jorge Eduardo Ulloa,6,4,3,0,0,1,0,1,0,1,0,1,1,2,0
9243,Alberto Varon,8,15,12,12,16,4,16,13,9,17,16,19,21,33,19
9247,Hernan Vergara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9251,Miguel Villazon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9255,Jesusita Zabala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9259,Jose Francisco Zuniga,0,1,1,0,0,0,0,1,0,0,2,7,2,0,0
9263,Gustavo Adolfo Cabrera,12,9,5,21,6,12,14,12,5,12,9,18,16,16,1
9267,Felipe Rafael Posado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9271,Antonio Jose Caicedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9276,Ricardo Varela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9280,Jose Francisco Armenta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9284,Gustavo Vives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9288,Antonio Claret Mendoza,1,0,1,2,1,2,1,0,1,0,1,2,2,3,1
9292,Beznaida Cordoba,5,8,9,5,2,5,23,10,29,19,113,74,136,71,24
9296,Leon Dario Trujillo,16,15,2,2,3,2,4,6,4,4,4,26,13,14,0
9300,Carlos Julio Socha,1,3,3,4,2,1,7,2,2,1,3,3,7,6,0
9304,Jaime Martinez,8,17,9,8,7,5,7,4,4,4,10,21,20,20,25
9308,Luis Mariano Moreno,164,186,161,161,130,122,157,184,131,166,261,310,240,270,182
9312,Gustavo Adolfo Aristizabal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9316,Maria Helena Molina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9320,Hector Alfonso Rodriguez,17,8,7,2,2,8,2,14,7,5,8,5,2,5,3
9324,Luis Ciro Escarria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9328,Jose Antonio Sanchez,2,6,11,3,3,6,10,13,2,5,11,13,14,7,2
9332,Fabian Ovidio Legarda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9336,Cesar Julio Uparela,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9340,Pedro Alberto Mora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9344,Hugo Janio Lopez,35,38,24,31,19,12,27,30,23,29,73,86,43,29,17
9348,Hector Fernando Ramirez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9352,Sergio Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9356,Ernesto Chaparro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9361,Orlando Manuel Dangond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Alba Luz Pinilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Alexander Lopez,35,38,24,31,19,12,27,30,23,29,73,86,43,29,17
199,Alfonso Antonio Campo,1144,1163,1021,908,738,656,702,768,631,728,1123,1551,1553,1415,646
239,Alirio Villamizar,2,2,0,2,4,0,0,2,0,1,0,0,20,10,1
255,Alvaro Ayala,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
348,Amparo Lucia Vega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Antonio Valencia,1240,1230,995,950,728,851,815,914,782,954,1785,2384,2015,1810,784
460,Antonio Jose Pinillos,1,3,2,3,0,2,0,2,2,3,4,0,9,4,0
549,Augusto Posada,608,629,531,483,456,360,447,496,361,383,660,933,852,778,465
600,Bernardo Alejandro Guerra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Camilo Armando Sanchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,Carlos Holguin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Carlos Alberto Zuluaga,1,1,1,1,0,3,2,3,2,0,7,1,1,4,2
765,Carlos Arturo Piedrahita,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
786,Carlos Eduardo Corssi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Carlos Enrique Avila,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0
828,Carlos Hernan Barragan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Carlos Roberto Ferro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Cesar Augusto Mejia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
994,Ciro Ramirez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,Constantino Rodriguez,17,8,7,2,2,8,2,14,7,5,8,5,2,5,3
1054,Cristobal Rufino Cordoba,45,30,30,29,9,15,43,28,42,39,177,127,174,97,41
1087,Dario Ariza,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1143,Dieb Nicolas Maloof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,Dilian Francisca Toro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,Edgar Espindola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Eduardo Alfonso Crissien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Efrain Torrado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,Eiber Gustavo Navarro,3,5,4,4,1,5,19,21,13,7,1,3,1,3,2
1405,Elsa Gladys Cifuentes,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
1442,Enrique Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,Fabio Arango,3,1,0,2,0,0,0,1,2,0,2,2,2,1,0
1637,Fernando Eustacio Tamayo,1,2,0,0,1,0,0,0,0,0,0,3,0,1,2
1701,Francisco Javier Murgueitio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,Gabriel Acosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,Gerardo Tamayo,1,2,0,0,1,0,0,0,0,0,0,3,0,1,2
1821,German Vargas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,German Alonso Olano,0,0,0,0,0,0,1,0,0,0,0,0,3,6,19
1848,German Nestor Viana,1,1,0,2,0,0,2,3,0,0,0,1,1,0,0
1914,Gloria Isabel Cuartas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Guillermo Garcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Guillermo Antonio Santos,195,122,143,143,116,82,97,127,84,102,195,255,233,310,131
2022,Gustavo Montealegre,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
2076,Hector Arango,3,1,0,2,0,0,0,1,2,0,2,2,2,1,0
2122,Hector Jose Ospina,1,3,4,0,7,1,4,0,2,0,5,6,8,11,1
2168,Heriberto Sanabria,1,2,2,0,0,0,0,0,0,0,1,3,2,0,0
2211,Hernando Carvalho,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2295,Humberto Builes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,Isabel Celis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,Ivan Diaz,2,5,2,8,2,3,5,2,2,0,3,9,3,0,0
2378,Jaime Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,Jaime Alonso Zuluaga,1,1,1,1,0,3,2,3,2,0,7,1,1,4,2
2443,Jaime Enrique Duran,67,61,50,65,55,51,60,76,36,44,75,127,93,127,52
2486,Jairo Sanchez,2,6,11,3,3,6,10,13,2,5,11,13,14,7,2
2541,Javier Ramirez,1,4,15,12,8,4,8,0,3,4,27,34,25,6,4
2557,Javier Ramiro Devia,0,2,1,0,0,0,0,0,0,0,0,4,2,5,0
2604,Jesus Enrique Pinacue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,Jimmy Chamorro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,Jorge Alberto Garciaherreros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,Jorge Armando Mendieta,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0
2750,Jorge Eduardo Casabianca,0,0,3,0,1,3,0,1,4,2,2,2,3,1,0
2765,Jorge Eliecer Franco,3389,3498,3030,3136,2501,2324,2550,2609,2278,2613,3943,5596,5356,4551,2238
2786,Jorge Enrique Ramirez,1,4,15,12,8,4,8,0,3,4,27,34,25,6,4
2801,Jorge Hernando Pedraza,1,2,0,2,3,0,4,0,0,1,3,10,5,3,3
2831,Jorge Julian Silva,2,1,1,2,1,1,2,0,0,0,1,1,2,4,4
2898,Jose Albeiro Mejia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2936,Jose Antonio Salazar,2,1,2,2,1,4,0,4,1,2,1,3,7,6,3
2962,Jose David Name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,Jose Gentil Palacios,25,33,37,28,21,17,18,21,31,31,66,68,72,50,34
3023,Jose Homero Cadena,1894,1974,1762,1536,1249,1134,1291,1405,1083,1294,2118,2890,2725,2313,1143
3062,Jose Luis Arcila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,Jose Maria Villanueva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,Jose Ramiro Luna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,Jose Tyrone Carvajal,1,0,0,0,0,1,0,0,0,3,0,3,2,2,0
3208,Juan Carlos Restrepo,31,46,25,27,9,13,8,21,23,3,28,20,27,16,1
3225,Juan De Jesus Cardenas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3257,Juan Jose Chaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272,Juan Manuel Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,Juana Yolanda Bazan,2,4,2,3,2,0,3,4,5,2,1,8,8,1,3
